age,sex,bmi,children,smoker,region,charges,SSN,Phone Number
19,female,21.7,0,yes,southwest,13844.506,750-76-3756,(229)317-1445x08207
21,female,26.4,1,no,southwest,2597.779,875-41-4622,001-872-639-2937
21,female,21.89,2,no,southeast,3180.5101,794-18-9857,(570)086-4376x28232
49,female,30.78,1,no,northeast,9778.3472,217-93-9338,(092)331-0519x4317
56,female,32.3,3,no,northeast,13430.265,399-38-7301,+1-062-191-5140x408
42,female,24.985,2,no,northwest,8017.06115,581-54-9317,163.460.7693
44,male,32.015,2,no,northwest,8116.26885,504-52-9359,337.957.7644
18,male,30.4,3,no,northeast,3481.868,506-65-5331,(997)116-4529
61,female,21.09,0,no,northwest,13415.0381,286-50-8339,(527)444-0716x03962
57,female,22.23,0,no,northeast,12029.2867,886-46-8104,545-687-1954x8359
42,female,33.155,1,no,northeast,7639.41745,684-30-7381,7846417159
26,male,32.9,2,yes,southwest,36085.219,055-40-8650,(771)759-6908x49831
20,male,33.33,0,no,southeast,1391.5287,646-16-6210,211.108.4737
23,female,28.31,0,yes,northwest,18033.9679,295-18-1672,001-910-570-7872
39,female,24.89,3,yes,northeast,21659.9301,123-96-4923,(852)787-8691x25990
24,male,40.15,0,yes,southeast,38126.2465,759-90-2392,596-859-3882x58762
64,female,30.115,3,no,northwest,16455.70785,502-70-0591,6251607103
62,male,31.46,1,no,southeast,27000.98473,219-75-5847,(771)468-4808x561
27,female,17.955,2,yes,northeast,15006.57945,478-65-1291,5369873077
55,male,30.685,0,yes,northeast,42303.69215,710-45-3218,875-262-5421
55,male,33,0,no,southeast,20781.48892,525-73-3730,492.700.7490
35,female,43.34,2,no,southeast,5846.9176,366-86-4662,+1-983-421-6358
44,male,22.135,2,no,northeast,8302.53565,169-11-0049,001-391-103-7451x40750
19,male,34.4,0,no,southwest,1261.859,503-69-6917,0105091864
58,female,39.05,0,no,southeast,11856.4115,821-66-4587,930.452.9110x0532
50,male,25.365,2,no,northwest,30284.64294,121-51-5811,001-848-144-3419x64214
26,female,22.61,0,no,northwest,3176.8159,330-18-8896,415-528-9832x2355
24,female,30.21,3,no,northwest,4618.0799,523-46-0216,978-902-5474
48,male,35.625,4,no,northeast,10736.87075,866-06-1875,564-027-7841
19,female,37.43,0,no,northwest,2138.0707,106-32-9608,049.072.6734
48,male,31.445,1,no,northeast,8964.06055,272-43-6918,+1-515-625-2821x5196
49,male,31.35,1,no,northeast,9290.1395,111-46-4434,933.705.4101x60392
46,female,32.3,2,no,northeast,9411.005,750-31-8958,215-619-0423x79129
46,male,19.855,0,no,northwest,7526.70645,095-50-0589,(455)441-0826
43,female,34.4,3,no,southwest,8522.003,412-38-6459,+1-634-555-9234x50122
21,male,31.02,0,no,southeast,16586.49771,810-65-8332,+1-577-973-2684x97788
64,male,25.6,2,no,southwest,14988.432,084-44-0109,+1-809-982-9334x264
18,female,38.17,0,no,southeast,1631.6683,356-14-3823,+1-123-074-8042x2638
51,female,20.6,0,no,southwest,9264.797,865-81-9736,7469889761
47,male,47.52,1,no,southeast,8083.9198,112-65-5445,469.867.7507
64,female,32.965,0,no,northwest,14692.66935,159-06-8574,+1-333-922-6509
49,male,32.3,3,no,northwest,10269.46,297-41-8860,+1-145-015-9850x398
31,male,20.4,0,no,southwest,3260.199,105-26-9749,+1-457-899-5537x699
52,female,38.38,2,no,northeast,11396.9002,422-95-0846,428-415-0953x531
33,female,24.31,0,no,southeast,4185.0979,138-92-3123,(145)870-6658x063
47,female,23.6,1,no,southwest,8539.671,408-19-8704,1422495908
38,male,21.12,3,no,southeast,6652.5288,037-86-3753,(733)794-6575x37791
32,male,30.03,1,no,southeast,4074.4537,247-65-1180,1175003129
19,male,17.48,0,no,northwest,1621.3402,775-66-5257,001-362-646-6498x43874
44,female,20.235,1,yes,northeast,19594.80965,298-87-3861,2270244359
26,female,17.195,2,yes,northeast,14455.64405,318-49-4045,937.738.2350
25,male,23.9,5,no,southwest,5080.096,173-57-1687,218-844-5501x2345
19,female,35.15,0,no,northwest,2134.9015,499-47-8915,708.010.7276
43,female,35.64,1,no,southeast,7345.7266,522-38-4759,+1-260-772-7076x624
52,male,34.1,0,no,southeast,9140.951,686-70-5560,(272)517-5642
36,female,22.6,2,yes,southwest,18608.262,556-04-5002,+1-420-579-1988
64,male,39.16,1,no,southeast,14418.2804,611-38-4646,955.288.0133
63,female,26.98,0,yes,northwest,28950.4692,728-09-0430,+1-556-302-5622x73589
64,male,33.88,0,yes,southeast,46889.2612,557-30-8724,+1-447-545-4278x64581
61,male,35.86,0,yes,southeast,46599.1084,205-58-5725,+1-671-399-3622x76737
40,male,32.775,1,yes,northeast,39125.33225,063-22-3791,(417)295-0782x5127
25,male,30.59,0,no,northeast,2727.3951,565-29-0680,634.540.4534x987
48,male,30.2,2,no,southwest,8968.33,405-71-5394,495.871.9031
45,male,24.31,5,no,southeast,9788.8659,017-82-8564,326-376-8113x8041
38,female,27.265,1,no,northeast,6555.07035,393-83-6916,(222)123-9796
18,female,29.165,0,no,northeast,7323.734819,748-59-8475,543-154-1430x24587
21,female,16.815,1,no,northeast,3167.45585,349-34-2561,418-891-4892x804
27,female,30.4,3,no,northwest,18804.7524,772-59-4601,359.757.7496x25863
19,male,33.1,0,no,southwest,23082.95533,459-80-5817,+1-719-751-0787
29,female,20.235,2,no,northwest,4906.40965,379-12-4379,062.488.8906x00639
42,male,26.9,0,no,southwest,5969.723,699-15-8970,963.532.9878x680
60,female,30.5,0,no,southwest,12638.195,022-09-1083,001-000-505-1111
31,male,28.595,1,no,northwest,4243.59005,240-67-4616,136.266.9862x75225
60,male,33.11,3,no,southeast,13919.8229,094-06-1000,(576)113-1353x659
22,male,31.73,0,no,northeast,2254.7967,058-17-4555,+1-135-151-1909x764
35,male,28.9,3,no,southwest,5926.846,886-20-4259,672.575.0079x67395
52,female,46.75,5,no,southeast,12592.5345,169-22-4370,001-168-261-5634x2435
26,male,29.45,0,no,northeast,2897.3235,647-46-3078,455-004-5343
31,female,32.68,1,no,northwest,4738.2682,222-15-7948,+1-977-831-8917
33,female,33.5,0,yes,southwest,37079.372,805-50-1857,+1-274-516-5244
18,male,43.01,0,no,southeast,1149.3959,897-49-4798,483-625-3874x6743
59,female,36.52,1,no,southeast,28287.89766,371-04-2752,(391)487-4126x47511
56,male,26.695,1,yes,northwest,26109.32905,063-39-9655,001-466-737-0373x596
45,female,33.1,0,no,southwest,7345.084,024-11-4168,(374)744-6236x027
60,male,29.64,0,no,northeast,12730.9996,039-55-3132,+1-977-388-2225x67043
56,female,25.65,0,no,northwest,11454.0215,397-79-7402,001-928-559-7970x989
40,female,29.6,0,no,southwest,5910.944,560-34-7207,(232)209-5412
35,male,38.6,1,no,southwest,4762.329,755-80-2658,(401)455-4375x3283
39,male,29.6,4,no,southwest,7512.267,277-55-9517,864-075-6410x84464
30,male,24.13,1,no,northwest,4032.2407,890-94-2632,+1-398-740-1493
24,male,23.4,0,no,southwest,1969.614,865-77-9043,001-792-000-4572x700
20,male,29.735,0,no,northwest,1769.53165,860-55-0760,174.878.2102
32,male,46.53,2,no,southeast,4686.3887,845-76-9161,+1-116-626-8586x4074
59,male,37.4,0,no,southwest,21797.0004,750-96-1149,733-592-4291x48273
55,female,30.14,2,no,southeast,11881.9696,051-73-1340,(745)121-3181x930
57,female,30.495,0,no,northwest,11840.77505,742-19-5269,+1-125-144-8085x222
56,male,39.6,0,no,southwest,10601.412,693-45-2025,544-601-4521
40,female,33,3,no,southeast,7682.67,461-81-7931,001-534-128-6572
49,female,36.63,3,no,southeast,10381.4787,405-11-9908,974.594.3974
42,male,30,0,yes,southwest,22144.032,573-53-3943,001-370-140-7812x265
62,female,38.095,2,no,northeast,15230.32405,145-48-8469,(456)344-2027
56,male,25.935,0,no,northeast,11165.41765,414-01-0276,(513)219-5787x92930
19,male,25.175,0,no,northwest,1632.03625,350-04-7136,001-485-573-4280x2461
30,female,28.38,1,yes,southeast,19521.9682,176-83-7038,439.836.9805
60,female,28.7,1,no,southwest,13224.693,795-07-8845,(451)876-3463
56,female,33.82,2,no,northwest,12643.3778,051-05-6722,001-402-405-4348
28,female,24.32,1,no,northeast,23288.9284,648-04-7492,339.104.0328
18,female,24.09,1,no,southeast,2201.0971,853-33-0550,752-683-0524x2204
27,male,32.67,0,no,southeast,2497.0383,060-01-6319,(000)219-6743x967
18,female,30.115,0,no,northeast,2203.47185,300-69-1633,502.520.7922x9039
19,female,29.8,0,no,southwest,1744.465,758-53-6577,(335)223-8517
47,female,33.345,0,no,northeast,20878.78443,169-64-9689,(110)661-6937
54,male,25.1,3,yes,southwest,25382.297,101-33-5172,+1-158-443-0853
61,male,28.31,1,yes,northwest,28868.6639,659-98-5042,103-747-9819x23701
24,male,28.5,0,yes,northeast,35147.52848,112-63-6937,613.269.3062
25,male,35.625,0,no,northwest,2534.39375,003-33-8145,(561)863-9663x67298
21,male,36.85,0,no,southeast,1534.3045,848-37-5968,1644125663
23,male,32.56,0,no,southeast,1824.2854,393-35-0037,237.801.3311x50349
63,male,41.325,3,no,northwest,15555.18875,709-50-8527,(437)581-9371x9142
49,male,37.51,2,no,southeast,9304.7019,094-67-3682,485-936-5545
18,female,31.35,0,no,southeast,1622.1885,404-65-9101,4979952242
51,female,39.5,1,no,southwest,9880.068,815-38-2634,+1-798-679-7383x095
48,male,34.3,3,no,southwest,9563.029,283-30-4544,+1-072-528-5570x8932
31,female,31.065,0,no,northeast,4347.02335,539-24-5297,(060)987-2875x522
54,female,21.47,3,no,northwest,12475.3513,265-69-7674,001-482-940-0937x0179
19,male,28.7,0,no,southwest,1253.936,095-02-6890,+1-011-923-6187x3779
44,female,38.06,0,yes,southeast,48885.13561,833-10-6327,(357)724-0983
53,male,31.16,1,no,northwest,10461.9794,378-68-8982,166.163.7448x12593
19,female,32.9,0,no,southwest,1748.774,166-08-9657,(623)215-5407x9520
61,female,25.08,0,no,southeast,24513.09126,410-18-0418,006-216-5252x972
18,female,25.08,0,no,northeast,2196.4732,715-26-4395,982.966.1305
61,male,43.4,0,no,southwest,12574.049,825-30-3251,(880)041-7255x110
21,male,25.7,4,yes,southwest,17942.106,712-88-3874,418-870-2682
20,male,27.93,0,no,northeast,1967.0227,814-33-2699,+1-535-237-8611x939
31,female,23.6,2,no,southwest,4931.647,015-75-6263,+1-351-958-3519x0682
45,male,28.7,2,no,southwest,8027.968,667-53-1985,+1-197-365-5238x691
44,female,23.98,2,no,southeast,8211.1002,163-20-5134,(705)477-3401
62,female,39.2,0,no,southwest,13470.86,055-84-7977,+1-493-785-5185x268
29,male,34.4,0,yes,southwest,36197.699,755-49-6767,351.995.3691
43,male,26.03,0,no,northeast,6837.3687,196-42-8236,2137761882
51,male,23.21,1,yes,southeast,22218.1149,465-26-6689,856.231.6976
19,male,30.25,0,yes,southeast,32548.3405,090-38-5437,578.818.1091
38,female,28.93,1,no,southeast,5974.3847,209-70-3555,+1-047-658-3473x05806
37,male,30.875,3,no,northwest,6796.86325,278-94-8184,112-058-6004x02035
22,male,31.35,1,no,northwest,2643.2685,378-20-5495,+1-902-895-2729x807
21,male,23.75,2,no,northwest,3077.0955,857-18-7202,(324)657-2758
24,female,25.27,0,no,northeast,3044.2133,730-63-5628,001-530-440-8792x102
57,female,28.7,0,no,southwest,11455.28,670-04-3220,001-494-892-6033x19468
56,male,32.11,1,no,northeast,11763.0009,334-13-6733,847.897.7276
27,male,33.66,0,no,southeast,2498.4144,517-32-7691,(891)820-2498x981
51,male,22.42,0,no,northeast,9361.3268,801-56-8272,396.791.2575x22622
19,male,30.4,0,no,southwest,1256.299,796-33-4281,(746)527-2290x3564
39,male,28.3,1,yes,southwest,21082.16,787-33-6749,+1-702-511-4513
58,male,35.7,0,no,southwest,11362.755,039-88-7367,589.957.2149x06195
20,male,35.31,1,no,southeast,27724.28875,015-14-2802,499-291-2279x9720
45,male,30.495,2,no,northwest,8413.46305,364-06-1271,(024)590-2402
35,female,31,1,no,southwest,5240.765,168-76-3192,+1-620-825-5435x862
31,male,30.875,0,no,northeast,3857.75925,811-70-9215,001-670-736-8265x1033
50,female,27.36,0,no,northeast,25656.57526,492-33-3324,0430620738
32,female,44.22,0,no,southeast,3994.1778,669-66-3856,6684389813
51,female,33.915,0,no,northeast,9866.30485,159-34-0394,001-320-418-1026
38,female,37.73,0,no,southeast,5397.6167,099-01-8792,(285)160-1080
42,male,26.07,1,yes,southeast,38245.59327,435-44-3242,8548136266
18,female,33.88,0,no,southeast,11482.63485,338-17-7917,(071)028-7799x69600
19,female,30.59,2,no,northwest,24059.68019,885-18-8446,1928063698
51,female,25.8,1,no,southwest,9861.025,803-39-8500,357.722.5725x34833
46,male,39.425,1,no,northeast,8342.90875,637-65-1601,9196302429
18,male,25.46,0,no,northeast,1708.0014,033-04-5627,(512)060-9133
57,male,42.13,1,yes,southeast,48675.5177,509-51-2168,(532)986-3263x000
62,female,31.73,0,no,northeast,14043.4767,803-40-3532,+1-119-550-9514x04732
59,male,29.7,2,no,southeast,12925.886,774-87-8526,171-931-8731
37,male,36.19,0,no,southeast,19214.70553,149-23-9290,238.197.2457
64,male,40.48,0,no,southeast,13831.1152,721-66-1443,512-293-0685
38,male,28.025,1,no,northeast,6067.12675,316-02-4765,(720)436-3245
33,female,38.9,3,no,southwest,5972.378,497-38-5526,494-839-0307
46,female,30.2,2,no,southwest,8825.086,787-89-4858,001-951-872-7092x9556
46,female,28.05,1,no,southeast,8233.0975,281-77-0280,(491)602-4843
53,male,31.35,0,no,southeast,27346.04207,649-96-7739,(894)027-0100x68019
34,female,38,3,no,southwest,6196.448,191-04-7729,609.823.6647x3994
20,female,31.79,2,no,southeast,3056.3881,313-13-4393,958.540.3894x486
63,female,36.3,0,no,southeast,13887.204,225-82-8608,001-738-935-9335x8794
54,female,47.41,0,yes,southeast,63770.42801,739-63-3683,305-940-9110x63964
54,male,30.21,0,no,northwest,10231.4999,566-51-7325,001-003-666-0520x811
49,male,25.84,2,yes,northwest,23807.2406,041-15-2537,001-836-748-5060x4195
28,male,35.435,0,no,northeast,3268.84665,732-82-9919,+1-350-586-5379x88985
54,female,46.7,2,no,southwest,11538.421,024-07-7414,+1-751-103-8903x253
25,female,28.595,0,no,northeast,3213.62205,226-01-7081,(004)093-0531x7632
43,female,46.2,0,yes,southeast,45863.205,306-01-4540,136.371.7458
63,male,30.8,0,no,southwest,13390.559,524-38-5352,001-447-785-4898x750
32,female,28.93,0,no,southeast,3972.9247,697-19-1702,(530)729-3641
62,male,21.4,0,no,southwest,12957.118,892-83-0405,001-991-046-6254
52,female,31.73,2,no,northwest,11187.6567,292-37-4859,878.662.0588
25,female,41.325,0,no,northeast,17878.90068,190-59-4137,+1-945-933-4302x2539
28,male,23.8,2,no,southwest,3847.674,716-88-6318,+1-879-456-3997x781
46,male,33.44,1,no,northeast,8334.5896,071-30-8145,886.778.7748
34,male,34.21,0,no,southeast,3935.1799,218-16-2789,+1-683-861-3566
35,female,34.105,3,yes,northwest,39983.42595,489-48-8316,(339)398-8183x6278
19,male,35.53,0,no,northwest,1646.4297,619-14-4864,(398)459-5226
46,female,19.95,2,no,northwest,9193.8385,187-29-9457,638-008-6091x94136
54,female,32.68,0,no,northeast,10923.9332,611-17-2998,(399)171-8900
27,male,30.5,0,no,southwest,2494.022,320-42-7982,2101345350
50,male,44.77,1,no,southeast,9058.7303,090-85-8217,799-859-9069x87346
18,female,32.12,2,no,southeast,2801.2588,125-11-2439,5691651312
19,female,30.495,0,no,northwest,2128.43105,882-26-3622,001-237-881-7663x074
38,female,40.565,1,no,northwest,6373.55735,770-71-5332,001-967-774-3674x96436
41,male,30.59,2,no,northwest,7256.7231,610-10-8444,001-847-213-2240x6386
49,female,31.9,5,no,southwest,11552.904,279-74-8552,001-724-522-9491x68565
48,male,40.565,2,yes,northwest,45702.02235,153-80-4824,959-892-8436
31,female,29.1,0,no,southwest,3761.292,614-57-4292,(150)630-6435
18,female,37.29,1,no,southeast,2219.4451,296-51-5502,+1-782-490-8747
30,female,43.12,2,no,southeast,4753.6368,698-73-5888,306.784.8334x04810
62,female,36.86,1,no,northeast,31620.00106,331-55-0048,+1-848-019-8128x2735
57,female,34.295,2,no,northeast,13224.05705,872-84-1200,+1-834-104-5185x5890
58,female,27.17,0,no,northwest,12222.8983,451-51-9935,317.192.3033
22,male,26.84,0,no,southeast,1664.9996,678-34-2351,267-030-3033
31,female,38.095,1,yes,northeast,58571.07448,299-09-3609,001-516-240-3265x7510
52,male,30.2,1,no,southwest,9724.53,512-31-7114,787-327-1102x66703
25,female,23.465,0,no,northeast,3206.49135,631-27-1839,513-747-0341x767
59,male,25.46,1,no,northeast,12913.9924,517-79-1674,074-984-6189x867
19,male,30.59,0,no,northwest,1639.5631,744-60-4046,7124336580
39,male,45.43,2,no,southeast,6356.2707,418-98-9182,(879)932-3616x238
32,female,23.65,1,no,southeast,17626.23951,286-05-2566,+1-775-126-7395x068
19,male,20.7,0,no,southwest,1242.816,375-34-9177,(401)798-1630x39913
33,female,28.27,1,no,southeast,4779.6023,726-43-8856,1521850320
21,male,20.235,3,no,northeast,3861.20965,112-91-1027,129.158.9013
34,female,30.21,1,yes,northwest,43943.8761,378-19-6215,991-196-2259
61,female,35.91,0,no,northeast,13635.6379,782-23-5523,(977)259-3223
38,female,30.69,1,no,southeast,5976.8311,062-17-8071,+1-949-635-9249x848
58,female,29,0,no,southwest,11842.442,550-57-7068,617.127.5222x835
47,male,19.57,1,no,northwest,8428.0693,348-66-1281,398-309-8788
20,male,31.13,2,no,southeast,2566.4707,124-69-3715,001-403-439-3608x3431
21,female,21.85,1,yes,northeast,15359.1045,660-46-2831,+1-033-834-4113x85606
41,male,40.26,0,no,southeast,5709.1644,871-09-7774,(936)564-5222x117
46,female,33.725,1,no,northeast,8823.98575,483-04-9938,(824)006-8895x24440
42,female,29.48,2,no,southeast,7640.3092,599-40-2043,(091)667-5236x5654
34,female,33.25,1,no,northeast,5594.8455,279-32-6861,001-895-414-2777x36791
43,male,32.6,2,no,southwest,7441.501,372-71-7435,+1-046-981-3722x741
52,female,37.525,2,no,northwest,33471.97189,704-52-2388,(975)390-2062x874
18,female,39.16,0,no,southeast,1633.0444,857-25-9294,+1-433-800-0196x9759
51,male,31.635,0,no,northwest,9174.13565,890-15-5796,001-847-073-6846
56,female,25.3,0,no,southwest,11070.535,893-65-0215,(192)145-1102x21757
64,female,39.05,3,no,southeast,16085.1275,316-70-6621,961-896-1071x811
19,female,28.31,0,yes,northwest,17468.9839,807-89-8163,387-648-1694x64566
51,female,34.1,0,no,southeast,9283.562,518-07-5448,245.056.0870x1052
27,female,25.175,0,no,northeast,3558.62025,064-84-0444,185-567-1045x845
59,female,23.655,0,yes,northwest,25678.77845,501-58-6726,(438)020-3400
28,male,26.98,2,no,northeast,4435.0942,753-74-0524,435.666.0427x6838
30,male,37.8,2,yes,southwest,39241.442,090-79-5450,+1-490-742-8135x53902
47,female,29.37,1,no,southeast,8547.6913,427-48-9595,001-345-134-7275
38,female,34.8,2,no,southwest,6571.544,801-68-0213,788.397.9166x304
18,female,33.155,0,no,northeast,2207.69745,833-51-5616,295.047.7723
34,female,19,3,no,northeast,6753.038,189-04-3283,(673)814-8312
20,female,33,0,no,southeast,1880.07,054-25-2149,001-293-915-8973x7755
47,female,36.63,1,yes,southeast,42969.8527,738-72-7385,794.218.9773x763
56,female,28.595,0,no,northeast,11658.11505,502-87-7570,9627049867
49,male,25.6,2,yes,southwest,23306.547,726-56-3760,434-758-5338
19,female,33.11,0,yes,southeast,34439.8559,248-87-3978,+1-315-771-5712x067
55,female,37.1,0,no,southwest,10713.644,170-62-8137,+1-112-533-0307x38971
30,male,31.4,1,no,southwest,3659.346,243-44-9074,212.248.9061x337
37,male,34.1,4,yes,southwest,40182.246,271-01-3753,217.246.4951x4685
49,female,21.3,1,no,southwest,9182.17,161-61-7815,+1-692-487-6307x385
18,male,33.535,0,yes,northeast,34617.84065,248-98-9691,123-728-9200
59,male,28.785,0,no,northwest,12129.61415,269-81-9180,001-541-341-5882x99684
29,female,26.03,0,no,northwest,3736.4647,116-87-3404,812.655.1751x589
36,male,28.88,3,no,northeast,6748.5912,175-96-0412,(693)886-9509x8767
33,male,42.46,1,no,southeast,11326.71487,891-21-6220,001-940-273-5432x48796
58,male,38,0,no,southwest,11365.952,586-11-5697,995-388-8416
44,female,38.95,0,yes,northwest,42983.4585,190-51-2857,001-496-971-4558x0089
53,male,36.1,1,no,southwest,10085.846,197-72-8939,001-569-555-3978x427
24,male,29.3,0,no,southwest,1977.815,440-33-5987,7816759346
29,female,35.53,0,no,southeast,3366.6697,796-01-7040,009-823-1648
40,male,22.705,2,no,northeast,7173.35995,636-98-1560,850-259-3855
51,male,39.7,1,no,southwest,9391.346,345-78-1765,611.888.3971
64,male,38.19,0,no,northeast,14410.9321,317-91-3513,738.678.4701x337
19,female,24.51,1,no,northwest,2709.1119,597-32-8675,001-107-295-2387x124
35,female,38.095,2,no,northeast,24915.04626,767-22-1323,607.600.6239x613
39,male,26.41,0,yes,northeast,20149.3229,369-48-4301,461.919.1551x097
56,male,33.66,4,no,southeast,12949.1554,357-49-5852,6640620524
33,male,42.4,5,no,southwest,6666.243,081-80-6179,489.348.0593
42,male,28.31,3,yes,northwest,32787.45859,477-33-7006,666.657.1490x72128
61,male,33.915,0,no,northeast,13143.86485,510-57-5146,+1-020-686-0696x244
23,female,34.96,3,no,northwest,4466.6214,550-54-5078,(645)606-5014
43,male,35.31,2,no,southeast,18806.14547,733-62-7216,037.416.0398x6681
48,male,30.78,3,no,northeast,10141.1362,032-98-6053,648-911-6658x6532
39,male,26.22,1,no,northwest,6123.5688,274-07-8829,2035902038
40,female,23.37,3,no,northeast,8252.2843,768-39-7193,5694250911
18,male,28.5,0,no,northeast,1712.227,099-54-9462,110.864.9047x57934
58,female,32.965,0,no,northeast,12430.95335,688-72-4068,(921)320-3850
49,female,42.68,2,no,southeast,9800.8882,617-90-1917,(658)183-8495
53,female,39.6,1,no,southeast,10579.711,222-22-0581,001-124-149-9559x167
48,female,31.13,0,no,southeast,8280.6227,204-74-4165,(495)457-4493
45,female,36.3,2,no,southeast,8527.532,649-78-0303,098.379.6230x724
59,female,35.2,0,no,southeast,12244.531,217-23-1914,549-806-3219x65663
52,female,25.3,2,yes,southeast,24667.419,450-79-1156,373-042-3217x72600
26,female,42.4,1,no,southwest,3410.324,066-87-6803,734.545.4478
27,male,33.155,2,no,northwest,4058.71245,434-59-6573,(168)637-2751x8579
48,female,35.91,1,no,northeast,26392.26029,098-53-7421,147.787.9172x722
57,female,28.785,4,no,northeast,14394.39815,374-30-8457,+1-749-839-1017x84491
37,male,46.53,3,no,southeast,6435.6237,496-39-2015,(553)880-4050x34744
57,female,23.98,1,no,southeast,22192.43711,850-63-5823,+1-756-045-5287x0894
32,female,31.54,1,no,northeast,5148.5526,775-37-0250,(939)099-9398x58701
18,male,33.66,0,no,southeast,1136.3994,383-36-1901,001-136-353-1291x7033
64,female,22.99,0,yes,southeast,27037.9141,474-43-7421,001-911-917-2294x487
43,male,38.06,2,yes,southeast,42560.4304,521-83-1025,932.093.3481x76287
49,male,28.7,1,no,southwest,8703.456,370-63-3810,+1-877-728-7896x465
40,female,32.775,2,yes,northwest,40003.33225,812-19-0859,+1-816-971-4701x428
62,male,32.015,0,yes,northeast,45710.20785,020-95-7136,(889)491-5393x82468
40,female,29.81,1,no,southeast,6500.2359,617-86-1376,7818372635
30,male,31.57,3,no,southeast,4837.5823,574-47-1305,(539)677-8828
29,female,31.16,0,no,northeast,3943.5954,088-36-6066,616.274.2864x55433
36,male,29.7,0,no,southeast,4399.731,160-16-2181,+1-186-925-1554
41,female,31.02,0,no,southeast,6185.3208,124-55-5475,001-070-588-5141x038
44,female,43.89,2,yes,southeast,46200.9851,861-33-6410,+1-968-859-4529x44215
45,male,21.375,0,no,northwest,7222.78625,776-59-5772,972-997-7213x79674
55,female,40.81,3,no,southeast,12485.8009,123-05-7384,3345518956
60,male,31.35,3,yes,northwest,46130.5265,246-01-9884,(514)547-5405x903
56,male,36.1,3,no,southwest,12363.547,074-08-2024,+1-642-970-9272x86565
49,female,23.18,2,no,northwest,10156.7832,862-10-9888,001-871-115-5978
21,female,17.4,1,no,southwest,2585.269,290-36-8731,(772)428-4308
19,male,20.3,0,no,southwest,1242.26,739-09-8352,626-442-8197x1186
39,male,35.3,2,yes,southwest,40103.89,130-45-8763,178-863-7268x124
53,male,24.32,0,no,northwest,9863.4718,096-38-1761,(601)995-8723
33,female,18.5,1,no,southwest,4766.022,786-77-8876,(022)081-3039x764
53,male,26.41,2,no,northeast,11244.3769,801-32-3820,(256)423-6080
42,male,26.125,2,no,northeast,7729.64575,049-37-1920,717-163-8216x592
40,male,41.69,0,no,southeast,5438.7491,162-15-0804,(828)051-0312
47,female,24.1,1,no,southwest,26236.57997,208-36-6612,(619)870-8842
27,male,31.13,1,yes,southeast,34806.4677,846-44-9818,(042)455-9961
21,male,27.36,0,no,northeast,2104.1134,124-40-0591,(325)657-8945x95176
47,male,36.2,1,no,southwest,8068.185,419-97-4174,550-814-1958x90212
20,male,32.395,1,no,northwest,2362.22905,130-10-6898,+1-939-760-6041x9483
24,male,23.655,0,no,northwest,2352.96845,530-13-6369,001-304-292-7129x8281
27,female,34.8,1,no,southwest,3577.999,151-04-6798,+1-516-078-1262x912
26,female,40.185,0,no,northwest,3201.24515,279-23-3919,544.887.4723x8007
53,female,32.3,2,no,northeast,29186.48236,347-04-0328,001-927-164-9154x99468
41,male,35.75,1,yes,southeast,40273.6455,358-97-3850,001-734-462-5452
56,male,33.725,0,no,northwest,10976.24575,798-57-3126,+1-722-283-0387x2044
23,female,39.27,2,no,southeast,3500.6123,081-87-1576,460.646.1287
21,female,34.87,0,no,southeast,2020.5523,582-11-6259,(387)892-8346x4958
50,female,44.745,0,no,northeast,9541.69555,474-34-6998,669-963-9876x3858
53,male,41.47,0,no,southeast,9504.3103,525-65-9667,1158374027
34,female,26.41,1,no,northwest,5385.3379,043-78-0729,(912)255-1917
47,female,29.545,1,no,northwest,8930.93455,804-44-8257,(233)379-1697
33,female,32.9,2,no,southwest,5375.038,493-91-1163,(025)614-4954x03929
51,female,38.06,0,yes,southeast,44400.4064,168-64-3266,054.527.7266
49,male,28.69,3,no,northwest,10264.4421,853-82-5046,(201)043-6173
31,female,30.495,3,no,northeast,6113.23105,543-71-7684,2342125457
36,female,27.74,0,no,northeast,5469.0066,678-56-6672,001-188-300-1827x41740
18,male,35.2,1,no,southeast,1727.54,762-53-9473,837-592-2322x3792
50,female,23.54,2,no,southeast,10107.2206,088-14-6729,+1-412-530-2714x30577
43,female,30.685,2,no,northwest,8310.83915,402-89-4291,0528361201
20,male,40.47,0,no,northeast,1984.4533,530-43-9279,560-277-4955x7243
24,female,22.6,0,no,southwest,2457.502,430-65-8917,470-133-3659
60,male,28.9,0,no,southwest,12146.971,482-30-3660,557.570.5567x83293
49,female,22.61,1,no,northwest,9566.9909,044-09-8146,5750352847
60,male,24.32,1,no,northwest,13112.6048,112-05-0400,001-705-189-9343x19820
51,female,36.67,2,no,northwest,10848.1343,439-78-4799,+1-720-698-5783x9769
58,female,33.44,0,no,northwest,12231.6136,470-79-3128,799.636.5249
51,female,40.66,0,no,northeast,9875.6804,475-55-9456,001-635-513-7727
53,male,36.6,3,no,southwest,11264.541,520-89-2352,4463722339
62,male,37.4,0,no,southwest,12979.358,046-25-9962,001-209-438-1973x06632
19,male,35.4,0,no,southwest,1263.249,631-59-1065,753-093-0821
50,female,27.075,1,no,northeast,10106.13425,041-74-9906,(357)180-7710
30,female,39.05,3,yes,southeast,40932.4295,859-32-1098,+1-860-190-1728x3374
